RowID,OrderID,OrderDate,CustomerID,ProductID,StoreID,Channel,Quantity,UnitPrice_KES,DiscountPct,PaymentMethod,OrderStatus,ShippingDays
26,O006676,2025-12-05 15:13:00,C00075,P0016,ST010,In-Store,3.0,38090.0,0.1,Mpesa ,Completed,0.0
27,O003340,2024-12-23 10:21:00,C00525,P0053,ST020,In-Store,1.0,13410.0,0.0,cash,COMPLETED,0.0
28,O006968,2025-12-21 13:44:00,C00137,P0253,ST099,Online,1.0,30350.0,0.0,M pesa,completed,4.0
29,O002829,2024-11-19 11:24:00,C00956,P0056,ST099,Online,1.0,,0.0,Mpesa ,Completed,6.0
30,O003385,2024-12-26 09:43:00,C00215,P0071,ST099,Online,1.0,4850.0,0.05,M-PESA,Completed,3.0
31,O001460,2024-07-01 08:53:00,C01210,P0179,ST018,In-Store,1.0,40350.0,0.0,Cash,Completed,0.0
32,O006722,2025-12-08 15:06:00,C01203,P0152,ST017,In-Store,1.0,11580.0,0.1,airtel money,Returned,0.0
33,O002704,2024-11-09 17:38:00,C00875,P0165,ST099,Online,1.0,45630.0,0.0,Airtel Money,Completed,1.0
34,O003344,2024-12-23 14:11:00,C00601,P0152,ST013,In-Store,2.0,11580.0,0.0,Bank Transfer,Completed,0.0
35,O004898,2025-06-15 19:12:00,C00654,P0254,ST099,Online,1.0,30350.0,0.0,Airtel-Money,Returned,2.0
36,O005515,2025-08-19 13:47:00,C01337,P0160,ST002,In-Store,1.0,52970.0,0.0,M-Pesa,Completed,0.0
37,O004742,2025-05-28 17:11:00,C00527,P0030,ST099,Online,1.0,62130.0,0.0,Airtel Money,Completed,1.0
38,O005003,2025-06-27 17:29:00,C00287,P0164,ST014,In-Store,1.0,18800.0,0.0,Bank Transfer,Completed,0.0
39,O004803,2025-06-04 14:58:00,C00665,P0010,ST099,Online,2.0,127120.0,0.1,Airtel Money,Completed,5.0
40,O002996,2024-12-03 12:52:00,C01158,P0159,ST016,In-Store,1.0,14960.0,0.1,M-Pesa,Completed,0.0
41,O003322,22/12/2024,C00214,P0104,ST014,In-Store,1.0,3780.0,0.0,Bank Transfer,Completed,0.0
42,O004409,2025-04-22 17:41:00,,P0119,ST011,In-Store,1.0,10780.0,0.0,Airtel Money,Completed,0.0
43,O000094,2024-01-12 15:05:00,C00291,P0159,ST099,Online,2.0,14960.0,0.0,M-Pesa,Completed,1.0
44,O005508,2025-08-18 14:55:00,C01150,P0013,ST099,Online,1.0,30190.0,0.0,Mpesa,Completed,6.0
45,O003667,2025-01-27 14:29:00,C00455,P0096,ST003,In-Store,1.0,6270.0,0.0,Credit/Debit Card,Cancelled,0.0
46,O001733,2024-07-30 19:00:00,C00297,P0084,ST099,Online,1.0,17830.0,,M-Pesa,Completed,4.0
47,O001224,2024-06-02 15:54:00,C00002,P0151,ST099,Online,1.0,47660.0,0.1,Mpesa,RETURNED,3.0
48,O001826,2024-08-10 11:48:00,C00447,P0030,ST002,In-Store,1.0,62130.0,0.05,M-Pesa,Completed,0.0
49,O006583,2025-11-28 13:47:00,C00660,P0155,ST018,In-Store,1.0,13260.0,0.0,Credit/Debit Card,Completed,0.0
50,O005456,2025-08-13 14:34:00,C00622,P0010,ST018,In-Store,,127120.0,0.0,Credit/Debit Card,Returned,0.0
51,O005813,2025-09-19 11:02:00,C00268,P0088,ST099,Online,1.0,10360.0,0.0,M-Pesa,Completed,3.0
52,O004030,2025-03-15 15:20:00,C00176,P0109,ST003,In-Store,1.0,6990.0,0.0,M-Pesa,Completed,0.0
53,O003333,2024-12-22 08:37:00,C01024,P0028,ST099,Online,1.0,6690.0,0.0,M-Pesa,Completed,5.0
54,O003417,28-Dec-2024,C00004,P0070,ST008,In-Store,1.0,18010.0,0.05,M-Pesa,Completed,0.0
55,O003910,2025-03-01 20:42:00,C00124,P0060,ST099,Online,1.0,20160.0,0.0,M-Pesa,Completed,4.0
56,O004800,2025-06-03 15:56:00,C00529,P0060,ST008,In-Store,1.0,20160.0,0.0,cash ,Completed,0.0
57,O002612,2024-11-01 16:06:00,C01013,P0061,ST010,In-Store,1.0,19410.0,0.0,Bank Transfer,Completed,0.0
58,O002245,2024-09-24 19:15:00,C01190,P0135,ST099,Online,4.0,3510.0,,M-Pesa,Completed,5.0
59,O006503,2025-11-22 19:39:00,C00948,P0096,ST006,In-Store,2.0,6270.0,0.0,Cash,Completed,0.0
60,O000267,2024-02-03 17:44:00,C01339,P0058,ST019,In-Store,1.0,17000.0,0.1,airtel money,Completed,0.0
61,O007032,2025-12-24 18:24:00,C00666,P0146,ST099,Online,1.0,29570.0,0.0,Cash,Completed,6.0
62,O000318,2024-02-11 16:09:00,C01272,P0051,ST023,In-Store,2.0,20210.0,0.0,M-Pesa,Completed,0.0
63,O001430,2024-06-27 13:55:00,C00282,P0155,ST019,In-Store,3.0,13260.0,0.0,Airtel Money,Completed,0.0
64,O006873,2025-12-17 14:03:00,C01062,P0169,ST016,In-Store,1.0,57960.0,0.0,credit card,Completed,0.0
65,O003136,2024-12-13 13:14:00,C00970,P0198,ST006,In-Store,2.0,35160.0,0.0,Bank Transfer,Completed,0.0
66,O003359,2024-12-24 14:28:00,C01164,P0095,ST099,Online,1.0,4260.0,0.1,cash ,Completed,3.0
67,O003509,2025-01-06 20:41:00,C00398,P0088 ,ST014,In-Store,1.0,10360.0,0.0,M-Pesa,Completed,0.0
68,O000768,2024-04-09 08:15:00,C00231,P0086,ST007,In-Store,1.0,19730.0,0.0,cash ,Completed,0.0
69,O002718,2024-11-09 11:38:00,C00119,P0183,ST099,Online,1.0,39320.0,0.05,Cash,Completed,3.0
70,O001207,2024-05-31 18:16:00,C00779,P0085,ST099,Online,1.0,16110.0,0.0,M-Pesa,Completed,2.0
71,O005386,2025-08-06 17:09:00,C00846,P0060,ST017,In-Store,2.0,20160.0,0.0,M-Pesa,Completed,0.0
72,O003053,2024-12-07 09:58:00,C00365,P0104,ST020,In-Store,1.0,3780.0,0.0,M-Pesa,Completed,0.0
73,O000974,2024-05-02 18:06:00,C01269,P0028,ST099,Online,2.0,6690.0,0.0,M-Pesa,Completed,1.0
74,O004848,2025-06-09 16:02:00,,P0161,ST099,Online,1.0,49910.0,0.0,Mpesa ,Completed,6.0
75,O004540,2025-05-07 19:11:00,C01340,P0010,ST023,In-Store,3.0,127120.0,0.0,Bank Transfer,Completed,0.0
76,O002311,2024-10-02 09:36:00,C00622,P0105,ST099,Online,1.0,15970.0,0.0,Airtel-Money,Completed,4.0
77,O002434,2024-10-13 18:45:00,C00871,P0072,ST003,In-Store,2.0,1640.0,0.0,M-PESA,Completed,0.0
78,O002156,2024-09-15 15:15:00,C00562,P0063,ST006,In-Store,2.0,1440.0,0.0,M-Pesa,Returned,0.0
79,O001525,2024-07-07 15:41:00,C01188,P0197,ST003,In-Store,1.0,22390.0,0.0,Cash,Completed,0.0
80,O007104,2025-12-28 11:44:00,C00069,P0096,ST099,Online,2.0,6270.0,0.0,Airtel Money,Completed,3.0
81,O004847,2025-06-08 20:33:00,C00536,P0129,ST099,Online,1.0,10150.0,0.0,Credit/Debit Card,Returned,5.0
82,O007007,2025-12-23 19:38:00,C01171,P0030,ST099,Online,1.0,62130.0,0.15,M-Pesa,Completed,5.0
83,O005538,2025-08-21 11:31:00,C00134,P0165,ST018,In-Store,1.0,45630.0,0.0,AIRTEL MONEY,Completed,0.0
84,O000503,2024-03-07 16:54:00,C00087,P0060,ST020,In-Store,1.0,20160.0,0.0,mpesa,Completed,0.0
85,O002435,2024-10-13 20:57:00,C01289,P0150,ST012,In-Store,1.0,32640.0,0.05,M-Pesa,Completed,0.0
86,O007028,2025-12-24 19:00:00,C00215,P0070,ST099,Online,1.0,18010.0,0.0,Cash,Completed,3.0
87,O006886,2025-12-17 10:31:00,C01049,P0194,ST017,In-Store,1.0,24550.0,0.0,M-Pesa,Completed,0.0
88,O000926,2024-04-26 18:13:00,C00529,P0049,ST009,In-Store,1.0,9240.0,0.0,M-Pesa,Completed,0.0
89,O003125,12-Dec-2024,C00752,P0067,ST099,Online,2.0,4320.0,,M-Pesa,Cancelled,4.0
90,O002962,2024-12-01 18:04:00,C01116,P0061,ST099,Online,1.0,19410.0,0.0,M-Pesa,Completed,6.0
91,O002571,2024-10-27 11:46:00,,P0059,ST099,Online,1.0,16280.0,0.0,M-Pesa,Cancelled,4.0
92,O004134,2025-03-26 14:03:00,C00222,P0058,ST014 ,In-Store,1.0,17000.0,0.0,M-Pesa,Completed,0.0
93,O005504,2025-08-17 20:19:00,C00375,P0146,ST022,In-Store,2.0,29570.0,0.0,M-Pesa,Completed,0.0
94,O000345,2024-02-15 13:17:00,C00956,P0060,ST015,In-Store,1.0,20160.0,0.0,M-Pesa,Completed,0.0
95,O002134,2024-09-14 15:17:00,C01307,P0074,ST099,Online,2.0,1880.0,0.0,M-PESA,Completed,3.0
96,O001392,2024-06-22 14:05:00,C00572,P0152,ST015,In-Store,2.0,11580.0,0.0,M-Pesa,Completed,0.0
97,O005316,2025-07-30 20:13:00,C01111,P0096,ST010,In-Store,1.0,6270.0,0.0,Cash,Completed,0.0
98,O003257,2024-12-19 17:37:00,C00891,P0188,ST001,In-Store,1.0,10310.0,0.05,Cash,Returned,0.0
99,O003460,2024-12-31 10:57:00,C00681,P0062,ST099,Online,1.0,20210.0,0.0,Airtel Money,Completed,3.0
100,O001236,2024-06-04 15:02:00,C00053,P0135,ST004,In-Store,1.0,3510.0,0.0,M-Pesa,Completed,0.0
101,O004816,2025-06-05 10:09:00,C01165,P0176,ST099,Online,1.0,10760.0,0.0,Bank Transfer,Completed,2.0
102,O001308,2024-06-13 20:33:00,C00372,P0160,ST024,In-Store,2.0,52970.0,0.0,M-Pesa,Returned,0.0
103,O004294,2025-04-13 15:54:00,C01257,P0079,ST099,Online,1.0,17060.0,0.0,M-Pesa,Completed,2.0
104,O006653,2025-12-03 14:22:00,C00260,P0128,ST099,Online,2.0,13910.0,0.0,Cash,Completed,5.0
105,O002720,2024-11-10 16:44:00,C01132,P0066,ST099,Online,1.0,1630.0,,Airtel Money,Completed,1.0
106,O001407,2024-06-24 18:28:00,C00496,P0151,ST016,In-Store,1.0,47660.0,0.0,MPESA ,Completed,0.0
107,O000372,2024-02-18 10:21:00,,P0160,ST004,In-Store,1.0,52970.0,0.0,Airtel Money,complete,0.0
108,O000437,2024-02-27 13:29:00,C01097,P0139,ST007,In-Store,1.0,6700.0,0.05,Mpesa,Completed,0.0
109,O003834,2025-02-19 09:47:00,C00438,P0033,ST007,In-Store,4.0,103260.0,0.0,MPESA ,completed,0.0
110,O002443,2024-10-14 19:50:00,C00320,P0144,ST099,Online,1.0,30700.0,0.0,cash,Completed,3.0
111,O001764,2024-08-02 19:27:00,C00609,P0010,ST099,Online,2.0,127120.0,0.0,Credit/Debit Card,Completed,5.0
112,O003115,2024-12-11 20:48:00,C01031,P0164,ST011,In-Store,1.0,18800.0,0.25,M-Pesa,Returned,0.0
113,O003637,2025-01-23 10:27:00,C00243,P0159,ST099,Online,1.0,14960.0,0.1,M-Pesa,Completed,1.0
114,O003260,2024-12-19 18:35:00,C01229,P0104,ST012,In-Store,2.0,3780.0,0.0,M-Pesa,Completed,0.0
115,O006110,2025-10-17 11:32:00,C00534,P0160,ST099,Online,1.0,52970.0,0.0,M-Pesa,Completed,6.0
116,O003268,2024-12-20 10:54:00,C01212,P0070,ST006,In-Store,2.0,18010.0,0.2,m-pesa,Completed,0.0
117,O006549,2025-11-25 08:50:00,C00234,P0034,ST099,Online,1.0,32600.0,0.0,M-Pesa,Completed,3.0
118,O002324,2024-10-03 11:06:00,C00999,P0135 ,ST019,In-Store,2.0,3510.0,0.0,Bank Transfer,Cancelled,0.0
119,O002038,2024-09-01 13:20:00,C00458,P0091,ST099,Online,2.0,,0.0,airtel money,Completed,4.0
120,O005484,2025-08-15 10:07:00,C00863,P0086,ST013,In-Store,1.0,19730.0,0.15,MPESA ,Completed,0.0
121,O006986,2025-12-22 11:56:00,C00698,P0024,ST099,Online,2.0,85100.0,0.0,cash ,Cancelled,6.0
122,O002059,2024-09-04 14:46:00,C00313,P0033,ST099,Online,1.0,103260.0,0.0,Card,Completed,4.0
123,O004997,26/06/2025,C00671,P0018,ST013,In-Store,1.0,79380.0,0.05,mpesa,Completed,0.0
124,O006643,2025/12/02,C01202,P0179,ST007,In-Store,1.0,40350.0,0.0,M-Pesa,Completed,0.0
125,O005593,2025-08-27 10:16:00,C00646,P0070,ST099,Online,1.0,18010.0,0.0,M-Pesa,Completed,4.0
126,O000089,2024-01-12 12:03:00,C01211,P0056,ST024,In-Store,1.0,14270.0,0.1,Bank Transfer,Completed,0.0
127,O000567,2024-03-16 09:10:00,C00509,P0139,ST099,Online,1.0,6700.0,0.0,Cash,Completed,4.0
128,O001723,2024-07-29 20:55:00,C01111,P0024,ST004,In-Store,1.0,85100.0,0.05,Bank Transfer,Completed,0.0
129,O000848,2024-04-17 19:29:00,C01219,P0172,ST001,In-Store,1.0,38980.0,0.0,Bank Transfer,Returned,0.0
130,O001540,2024-07-09 18:23:00,C01079,P0063,ST011,In-Store,1.0,1440.0,0.0,M-Pesa,COMPLETED,0.0
131,O004552,08/05/2025,C01314,P0122,ST099,Online,2.0,1050.0,0.0,M-Pesa,Completed,6.0
132,O005230,2025-07-20 15:24:00,C01054,P0146,ST021,In-Store,2.0,29570.0,0.0,cash,Completed,0.0
133,O003778,2025/02/11,C00915,P0197,ST017,In-Store,1.0,22390.0,0.0,M-Pesa,Completed,0.0
134,O006149,2025-10-22 11:02:00,C00678,P0152,ST099,Online,1.0,11580.0,0.0,Card,returned,5.0
135,O001307,2024-06-13 17:45:00,C00485,P0074,ST023,In-Store,2.0,1880.0,0.0,M-Pesa,complete,0.0
136,O003175,2024-12-15 08:19:00,C00609,P0125,ST099,Online,2.0,5710.0,0.05,Bank Transfer,Completed,2.0
137,O000518,2024-03-08 19:49:00,C00576,P0115,ST099,Online,1.0,11780.0,0.0,Bank Transfer,Completed,4.0
138,O002775,2024-11-15 16:59:00,C00330,P0070,ST017,In-Store,1.0,18010.0,0.0,airtel money,Completed,0.0
139,O005330,2025-07-31 10:38:00,C00345,P0013,ST016,In-Store,1.0,30190.0,0.0,Airtel Money,Completed,0.0
140,O003854,2025-02-22 10:00:00,C00173,P0034,ST001,In-Store,2.0,32600.0,0.0,M-Pesa,Completed,0.0
141,O006755,2025-12-10 16:29:00,C00290,P0183,ST099,Online,1.0,39320.0,0.05,M-Pesa,Completed,6.0
142,O001242,2024/06/05,,P0010,ST006,In-Store,3.0,127120.0,0.0,Mpesa ,Completed,0.0
143,O006947,2025-12-20 16:09:00,C01103,P0053,ST099 ,Online,1.0,13410.0,0.0,Cash,Completed,4.0
144,O000782,2024-04-11 15:18:00,C01262,P0183,ST099,Online,1.0,39320.0,0.0,Credit/Debit Card,Completed,2.0
145,O002828,2024-11-19 11:30:00,C01095,P0153,ST019,In-Store,1.0,58800.0,0.0,Airtel Money,COMPLETED,0.0
146,O003498,2025-01-05 08:54:00,C00205,P0146,ST099,Online,1.0,29570.0,0.0,mpesa,Completed,4.0
147,O006163,2025-10-23 19:32:00,C00703,P0194,ST010,In-Store,1.0,24550.0,0.0,Card,Completed,0.0
148,O003208,2024-12-17 19:46:00,C00043,P0009,ST099,Online,3.0,119240.0,0.0,Cash,Returned,3.0
149,O006833,2025-12-15 16:14:00,C01227,P0023,ST008,In-Store,1.0,122960.0,0.0,credit card,Completed,0.0
150,O000455,2024-03-02 10:12:00,C00689,P0032,ST099,Online,1.0,112270.0,0.0,Cash,Completed,6.0
151,O001177,2024-05-27 08:17:00,C00830,P0013,ST099,Online,2.0,30190.0,0.0,M-Pesa,Returned,4.0
152,O005166,2025-07-13 16:59:00,C00407,P0150,ST008,In-Store,1.0,32640.0,0.0,M-Pesa,Completed,0.0
153,O001469,2024-07-01 17:15:00,C01133 ,P0151,ST003,In-Store,1.0,47660.0,0.0,M-Pesa,Completed,0.0
154,O002334,2024-10-05 08:22:00,C00113,P0096,ST099,Online,2.0,6270.0,0.0,debit card,Completed,1.0
155,O004224,2025/04/04,C01314,P0096,ST099,Online,1.0,6270.0,0.0,Bank Transfer,Cancelled,3.0
156,O001986,2024-08-28 10:07:00,C00422,P0197,ST099,Online,1.0,22390.0,0.0,M-Pesa,Completed,3.0
157,O004893,2025-06-14 10:57:00,C00699,P0016,ST001,In-Store,1.0,38090.0,0.0,Credit/Debit Card,Completed,0.0
158,O005992,2025-10-07 14:17:00,C00306,P0059,ST017,In-Store,1.0,16280.0,0.0,cash ,Completed,0.0
159,O000997,2024-05-05 10:55:00,C00301,P0079,ST011,In-Store,1.0,17060.0,0.2,M-Pesa,Completed,0.0
160,O001210,2024/06/01,C00895,P0181,ST019,In-Store,1.0,23170.0,0.0,M-Pesa,Completed,0.0
161,O002668,2024-11-05 10:27:00,C00224,P0097,ST099,Online,1.0,1930.0,0.0,Mpesa ,Returned,1.0
162,O006566,2025-11-26 18:12:00,C01319,P0059,ST012,In-Store,1.0,16280.0,0.0,M-Pesa,Completed,0.0
163,O003294,2024-12-21 08:18:00,C00548,P0016,ST099,Online,1.0,38090.0,0.2,M-Pesa,Completed,2.0
164,O004977,2025-06-24 19:33:00,C00238,P0068,ST099,Online,1.0,1250.0,0.2,M-Pesa,Completed,6.0
165,O003843,2025-02-21 18:01:00,C00606,P0176,ST022,In-Store,1.0,10760.0,0.0,M-Pesa,completed,0.0
166,O003129,2024-12-12 19:53:00,C00260 ,P0155,ST099,Online,1.0,13260.0,0.05,Cash,Completed,3.0
167,O003128,2024-12-12 20:27:00,C00119,P0189,ST016,In-Store,1.0,32140.0,0.0,Card,Completed,0.0
168,O001669,2024-07-23 17:54:00,,P0060,ST006,In-Store,1.0,20160.0,0.2,Cash,Completed,0.0
169,O004351,2025-04-18 16:13:00,C00633,P0146,ST003,In-Store,1.0,29570.0,0.2,Bank Transfer,Completed,0.0
170,O000142,2024-01-18 15:06:00,C01241,P0027,ST002,In-Store,1.0,26240.0,0.0,M-Pesa,Completed,0.0
171,O004734,2025-05-28 08:44:00,,P0056,ST008,In-Store,1.0,14270.0,0.0,M-Pesa,Returned,0.0
172,O002412,2024-10-12 14:02:00,C01145,P0010,ST015,In-Store,1.0,127120.0,0.0,Mpesa ,Completed,0.0
173,O002723,2024-11-10 10:11:00,C00418,P0060,ST001,In-Store,1.0,20160.0,0.15,Bank Transfer,Completed,0.0
174,O005453,2025-08-13 17:17:00,C00767,P0136,ST005,In-Store,1.0,1510.0,0.0,airtel money,Completed,0.0
175,O000354,2024-02-16 09:54:00,C00791,P0138,ST022,In-Store,1.0,4780.0,0.15,Bank Transfer,Completed,0.0
176,O001569,2024-07-13 12:41:00,C00408,P0060,ST099,Online,3.0,20160.0,0.0,M-Pesa,Cancelled,5.0
177,O001131,2024-05-21 20:11:00,C00087,P0073,ST099,Online,1.0,21150.0,0.0,M-PESA,Completed,3.0
178,O002827,2024-11-19 08:18:00,C00839,P0129,ST001,In-Store,1.0,10150.0,0.0,M-PESA,Completed,0.0
179,O002466,2024-10-17 13:32:00,,P0073,ST021,In-Store,1.0,21150.0,0.0,Card,Completed,0.0
180,O001582,2024-07-14 13:28:00,C00145,P0058,ST005,In-Store,2.0,17000.0,0.0,Cash,completed,0.0
181,O000129,2024-01-16 18:51:00,C00300,P0144,ST099,Online,1.0,30700.0,0.0,M-Pesa,Completed,6.0
182,O005309,2025-07-29 09:33:00,C00985,P0060,ST099,Online,1.0,20160.0,0.0,Credit/Debit Card,Completed,1.0
183,O000798,2024-04-12 08:22:00,,P0138,ST009,In-Store,1.0,4780.0,,mpesa,Completed,0.0
184,O004535,2025-05-06 17:02:00,C00182,P0053,ST099,Online,1.0,13410.0,0.0,Credit/Debit Card,completed,1.0
185,O003005,2024-12-03 15:30:00,C00316,P0074,ST002,In-Store,1.0,1880.0,0.0,M-Pesa,Completed,0.0
186,O000257,2024-02-01 20:54:00,C01255,P0017,ST013,In-Store,1.0,123410.0,0.0,Airtel Money,Completed,0.0
187,O000374,2024-02-19 10:36:00,C01168,P0025,ST004,In-Store,1.0,53630.0,0.05,Airtel-Money,Completed,0.0
188,O001563,2024/07/12,C01002,P0033,ST099,Online,1.0,103260.0,0.0,Credit/Debit Card,Completed,3.0
189,O005875,2025-09-26 18:55:00,C00566,P0002,ST011,In-Store,1.0,91490.0,0.0,M-Pesa,Completed,0.0
190,O006442,2025-11-16 15:28:00,C00077,P0060,ST099,Online,2.0,,0.0,Airtel Money,Completed,4.0
191,O002937,2024-11-28 11:18:00,C00918,P0010,ST014,In-Store,1.0,127120.0,0.0,Mpesa,Completed,0.0
192,O003897,2025-02-28 17:56:00,C01325,P0152,ST099,Online,1.0,11580.0,0.0,Cash,Completed,4.0
193,O005710,2025-09-07 19:12:00,C01087,P0104,ST011,In-Store,1.0,3780.0,0.0,Airtel Money,Completed,0.0
194,O007059,2025-12-25 16:08:00,C01152,P0023,ST099,Online,1.0,122960.0,0.0,M-Pesa,Completed,4.0
195,O002694,2024-11-08 16:29:00,C00573,P0139,ST007,In-Store,1.0,6700.0,0.0,Mpesa,Completed,0.0
196,O000722,2024-04-02 20:24:00,C01335,P0009,ST023,In-Store,4.0,119240.0,0.0,AIRTEL MONEY,Completed,0.0
197,O002192,2024-09-19 15:03:00,C00152,P0013,ST014,In-Store,1.0,30190.0,0.0,Cash,Completed,0.0
198,O002719,2024/11/10,C00512,P0039,ST016,In-Store,1.0,75080.0,0.0,M-Pesa,Completed,0.0
199,O003576,2025-01-15 10:22:00,C00184,P0160,ST099,Online,1.0,52970.0,0.0,Mpesa ,Completed,3.0
200,O005122,2025-07-09 19:12:00,C00268,P0056,ST099,Online,2.0,14270.0,0.0,M-Pesa,Completed,1.0
201,O004338,2025-04-17 15:57:00,C00377,P0198,ST099,Online,1.0,35160.0,0.0,M-Pesa,Completed,2.0
202,O006303,2025-11-03 08:17:00,C00908,P0174,ST099,Online,1.0,29840.0,0.05,M-Pesa,Completed,3.0
203,O000095,2024-01-12 18:09:00,C01035,P0181,ST007,In-Store,1.0,23170.0,0.0,debit card,Completed,0.0
204,O003251,2024-12-19 17:42:00,C00539,P0074,ST003,In-Store,2.0,1880.0,0.0,Cash,Completed,0.0
205,O004845,08-Jun-2025,C00702,P0160,ST020,In-Store,1.0,52970.0,0.05,M pesa,Completed,0.0
206,O005943,2025-10-02 20:08:00,C01262,P0030,ST099,Online,1.0,62130.0,0.15,Airtel Money,Completed,4.0
207,O001929,2024-08-21 10:44:00,C00556,P0065,ST099,Online,1.0,4780.0,0.15,M-Pesa,Returned,5.0
208,O006781,2025-12-11 11:23:00,C00733,P0194,ST099,Online,1.0,24550.0,0.0,M-Pesa,COMPLETED,1.0
209,O002065,2024-09-05 19:47:00,C00353,P0175,ST099,Online,1.0,15740.0,0.0,Credit/Debit Card,Completed,4.0
210,O005062,2025-07-04 09:43:00,C01183,P0060,ST099,Online,1.0,20160.0,0.0,M-Pesa,Completed,4.0
211,O000932,2024-04-27 20:45:00,C00160,P0160,ST011,In-Store,1.0,52970.0,0.0,M-Pesa,Completed,0.0
212,O002843,2024-11-20 08:06:00,C00716,P0030,ST011,In-Store,1.0,62130.0,0.2,Mpesa ,Completed,0.0
213,O000873,2024-04-20 09:24:00,C00888,P0061,ST012,In-Store,1.0,19410.0,,M-Pesa,Completed,0.0
214,O005995,2025-10-07 10:04:00,C01343,P0125,ST099,Online,1.0,5710.0,0.05,Card,Returned,2.0
215,O003767,2025-02-09 11:40:00,C00151,P0094,ST002,In-Store,2.0,7010.0,0.0,Cash,Completed,0.0
216,O006090,2025-10-15 12:23:00,C00767,P0060,ST013,In-Store,1.0,20160.0,0.15,M pesa,Completed,0.0
217,O004066,2025-03-19 16:36:00,C00490,P0139,ST002,In-Store,1.0,6700.0,,mpesa,Completed,0.0
218,O002549,2024-10-25 18:01:00,C00529,P0156,ST099,Online,1.0,30350.0,0.0,Bank Transfer,Completed,5.0
219,O006559,2025-11-26 08:33:00,C00910,P0194,ST099,Online,2.0,24550.0,,Cash,Completed,5.0
220,O005267,2025-07-25 15:59:00,C00318,P0074,ST099,Online,1.0,1880.0,0.0,M-Pesa,Completed,6.0
221,O000102,2024-01-13 12:46:00,C00371,P0112,ST024,In-Store,1.0,9880.0,0.0,CASH,Completed,0.0
222,O001634,2024-07-20 15:42:00,C01191,P0078,ST099,Online,1.0,17700.0,0.0,M-Pesa,Completed,1.0
223,O001868,2024-08-15 12:18:00,C00841 ,P0156,ST003,In-Store,1.0,30350.0,0.0,M-PESA,COMPLETED,0.0
